原始文本	情绪化推理	以偏概全	乱贴标签	读心术	先知错误	非此即彼	应该句式	放大	罪责归己	心理过滤	否定正面思考	罪责归他
我一天天拼死拼活的干家务带孩子照顾老人，他竟然还不满意，果然是我天生不值得被理解	0	0	0	0	0	0	0	0	1	0	0	0
体质欠缺锻炼，我必须更多地运动，增强自身抵抗力。	0	0	0	0	0	0	0	0	0	0	0	0
我年纪已经这么大了，老板还要降低我的薪水，让我这么痛心，这么难过。我完了，我还不如死了算了。	0	0	0	0	0	1	0	0	0	0	0	0
我有一个非常优秀但是已经离世的哥哥，我的父母对我要求这么高就是希望我像我哥哥一样，他们把我当作一个替代品了	0	0	0	1	0	0	0	0	0	0	0	0
今天也挨骂了，我就是没办法让他们满意啊。我本来就学不明白，没有一天是不挨骂的，真是烦死了。	0	1	0	0	0	0	0	0	0	0	0	0
在它离开这个世界时，我背负着沉重的责任。我的疏忽，我的不经意，成了它生命的终结。	0	0	0	0	0	0	0	0	1	0	0	0
我怎么这么笨啊，啃个鸭脖都能卡住。	0	0	1	0	0	0	0	0	0	0	0	0
我本来就这么恶劣庸俗，对我这种废物大家都会抛弃的吧，谁会傻乎乎来关心啊。毕竟，我什么优点都没有，一直是个累赘。	0	1	0	0	0	0	0	0	0	0	0	0
要是这个任务不能完美地完成，老师以后就再也不会信任我了	0	0	0	0	1	0	0	0	0	0	0	0
他怎么不接电话呢？是我耽误他聊正事了，我日后还是和他保持距离比较好了	0	0	0	1	0	0	0	0	0	0	0	0
疫情变成常态了，之后肯定会经常得病，说不定还会有很严重的后遗症。	1	0	0	0	0	0	0	0	0	0	0	0
一定有人给它下毒手，谁这么狠心要害它？	0	0	0	1	0	0	0	0	0	0	0	0
是不是我哪里做的不好，所以她不想和我吃饭了。	0	0	0	1	0	0	0	0	0	0	0	0
求救之声 我试图保持快乐，试图驯服我内心的骚动，但我知道我永远都做不到。	0	1	0	0	0	0	0	0	0	0	0	0
舍友就是存心恶心我，不希望学习超过他	0	0	0	1	0	0	0	0	0	0	0	0
成天催来催去的，我还是出去躲几天吧。	0	0	0	0	0	0	0	0	0	0	0	0
我是一个不讨喜的人，他们可能是想通过这种方式让我难堪，最后辞职	0	0	0	1	0	0	0	0	0	0	0	0
我的车技太差了，开得好好的还让别人插队，我真是一无是处，难怪没人愿意和我一起开车。	0	0	0	0	0	1	0	0	0	0	0	0
怎么这种恶心的事总是找上我啊，我是天选倒霉蛋吧	0	0	1	0	0	0	0	0	0	0	0	0
我感到无比的挫败，自己辛勤的付出被他人轻易夺走，我的努力对我来说已经毫无意义。	0	0	0	0	0	1	0	0	0	0	0	0
没有人会善意对我了，我的世界要崩塌了	0	0	0	0	0	1	0	0	0	0	0	0
偷偷吃一口也没什么事，明天运动量多一些补回来就行。	0	0	0	0	0	0	0	0	0	0	0	0
拜登的政策是完全失败的	0	0	0	0	0	0	0	0	0	0	0	0
我是不是可以叫个外卖啊，我就在这里等他就可以了，我真的是太聪明了。	0	0	0	0	0	0	0	0	0	0	0	0
 情况严重到了我必须勇敢地反抗并向警察求助的地步	0	0	0	0	0	0	0	0	0	0	0	0
既然这么喜欢别人家的孩子，那直接去做他们的爸爸妈妈好了。我肯定不是他们想要的孩子。	0	0	0	0	0	0	0	0	0	0	0	0
我要从阴影中走出来，但内心充满了悲伤和绝望，他才是阴沟里的蛆虫，而我依然有资格拥抱阳光，虽然困难重重。	0	0	0	0	0	0	0	0	0	0	0	0
每个细胞都在叫嚣着死亡的前奏，我深信我的生命已在倒计时，时钟的滴答声就像死神的召唤。	0	0	0	0	1	0	0	0	0	0	0	0
我以前荒废光阴不好好学习，所以学分绩很低，我好难过	0	0	0	0	0	0	0	0	0	0	0	0
我现在没人叫我出去玩，日后也再也不会有人叫我出去玩了	0	1	0	0	0	0	0	0	0	0	0	0
真是晦气！我第一次带这个耳钉就被老师看见。带耳钉简直就是会带来厄运！	1	0	0	0	0	0	0	0	0	0	0	0
这也是没办法的事，大部分产业都一样。或许我应该考虑转行了	0	0	0	0	0	0	0	0	0	0	0	0
我总是会不经意间惹朋友们生气，我觉得我让他们遭受了不幸。	0	0	0	0	0	0	0	0	1	0	0	0
果然是我太自以为是了，我就是一个什么也干不成的废物。	0	0	1	0	0	0	0	0	0	0	0	0
好疼，打疫苗还要花钱，我太倒霉了	0	0	0	0	0	0	0	0	0	0	0	0
啥也不说了，咱们就是说，咱就是一个纯纯的大怨种。	0	0	1	0	0	0	0	0	0	0	0	0
我真想不成为恶心的肥猪，但我就是这样，暴食和抑郁症的问题。	0	0	1	0	0	0	0	0	0	0	0	0
对于在我突然中哭泣，对不起，不会再发生了，抱歉了，所有帮助我的人。	0	0	0	0	0	0	0	0	1	0	0	0
孩子肯定会瞧不起我，觉得我不配当他们的爸爸	0	0	0	1	0	0	0	0	0	0	0	0
每天都好累，感觉要做的工作有好多，不过确实也在快速成长	0	0	0	0	0	0	0	0	0	0	0	0
都找这么久了还是找不到毕业照，那类似的其他的一些我珍爱的相册、信件肯定也找不到了，真令人心烦。	0	1	0	0	0	0	0	0	0	0	0	0
我这么矮，周围的人肯定都在嘲笑我，看不起我	0	0	0	0	1	0	0	0	0	0	0	0
我没有耐心或专注。，我已经觉得自己失去了工作能力。	0	0	1	0	0	0	0	0	0	0	0	0
离开他我感觉世界都要崩塌了，不会再有懂我的人了	0	1	0	0	0	0	0	0	0	0	0	0
不是吧，又要组会？我组会没一次说得让老师满意，每次去都是被骂，开这会有什么意义吗？我是真的不想开这破组会了	0	1	0	0	0	0	0	0	0	0	0	0
女儿和儿子 是天使，我非常爱他。	0	0	0	0	0	0	0	0	0	0	0	0
我没及时照顾督导孩子，从此应该加强对孩子的教育	0	0	0	0	0	0	0	0	0	0	0	0
他们每天这么努力，不就是想超过我的业绩吗，不想做我就不做，反正我努力也不会有回报。	0	0	0	1	0	0	0	0	0	0	0	0
有的时候我真的很想把子宫切下来，这样就没有现在和以后的这些麻烦事了，一了百了	1	0	0	0	0	0	0	0	0	0	0	0
看来是这家餐馆卫生有问题，我应该反映一下	0	0	0	0	0	0	0	0	0	0	0	0
好痛，痛死了，这条狗这么疯肯定有病，我好害怕啊，我肯定要得狂犬病了，肯定的！	0	0	0	0	1	0	0	0	0	0	0	0
工作真的很忙，我很长时间没和家里人联系了，父母应该是在埋怨我忽略他们了吧。	0	0	0	1	0	0	0	0	0	0	0	0
我肯定是打扰他了，如果不是我，他就可以接电话了	0	0	0	0	0	0	0	0	1	0	0	0
不可能！我不可能得精神疾病！我没病，我好得很，一定是医生误诊了，我要重新检查，不能就这么确诊	0	0	0	0	0	1	0	0	0	0	0	0
造成这个局面都是因为我办事不利，如果我早点跳槽去别的公司，现在也不至于连工作都找不到。	0	0	0	0	0	0	0	0	1	0	0	0
这次大幅度降薪来源于事实，这一段时间公司的收益确实大不如前了	0	0	0	0	0	0	0	0	0	0	0	0
对于我自己，我对父母的失望感到深深的自责，因为我连最基本的事情都做不到。	0	0	0	0	0	0	0	0	1	0	0	0
我总是写不好报告，我做不好任何一项工作。	0	0	0	0	1	0	0	0	0	0	0	0
考研对我来说无比重要，我需要和她解释一下这个无奈之举。	0	0	0	0	0	0	0	0	0	0	0	0
肥胖对身体有很多害处，也许我应该锻炼身体，努力减肥！	0	0	0	0	0	0	0	0	0	0	0	0
不必担忧，总有机会再次尝试。，没关系再重新来就好了	0	0	0	0	0	0	0	0	0	0	0	0
连过年在他长辈面前施展才艺都不行，那我还有什么能行的呢？	0	0	0	0	0	1	0	0	0	0	0	0
所有东西都是假的，这个世界终将会被谎言充斥，信任不复存在。	0	1	0	0	0	0	0	0	0	0	0	0
编辑对我那么热情一定是因为他的职业礼貌所在，我的写作生涯还没开始就结束了	0	0	0	0	1	0	0	0	0	0	0	0
都说了不要点外卖，不吃这顿外卖我说不定就不会变得不健康。	0	0	0	0	0	0	0	0	0	0	0	0
本来就是一个一事无成的小人物，所以才会紧张自卑。	0	0	1	0	0	0	0	0	0	0	0	0
我对异性没有吸引力，我这个人很无趣，不然也不会一直单身	0	0	1	0	0	0	0	0	0	0	0	0
每次为何我都遇到这种事情，真是服了，我或许应该去食品监管部门。	0	0	0	0	0	0	0	0	0	0	0	0
我一工作的话肯定会头晕，我还不如回家休息一下，我根本无法适应这种工作。	1	0	0	0	0	0	0	0	0	0	0	0
我投资失败，生活费、孩子的学费、父母的医疗费全都没了，这因为我做出的决定	0	0	0	0	0	0	0	0	1	0	0	0
完了，我的积蓄全都没了，这么多年白活了，我似乎在浪费我这一生。	0	0	0	0	0	1	0	0	0	0	0	0
他们关系这么好，还不接纳我，一定是因为他们喜欢搞小团体，我最讨厌小团体了！	0	0	0	1	0	0	0	0	0	0	0	0
怎么就找不到毕业照了，我是不是忘在哪了？	0	0	0	0	0	0	0	0	0	0	0	0
拿这么点工资什么都不能干，我这辈子估计就是什么都干不了的命	0	0	0	0	1	0	0	0	0	0	0	0
为什么我只是离开家两三年，他们还那么年轻，为什么就离开了我，这么突然，我还在外地，他们走的时候都没有见过我最后一面啊。我的父母啊，我太悲伤了。	0	0	0	0	0	0	0	0	0	0	0	0
我的亲生父母怎么可能会丢了我，一定是他们偷走了我，害我和亲人分离这么多年	0	0	0	1	0	0	0	0	0	0	0	0
我控制不了我的食欲，我根本没有意志力。	0	0	0	0	0	1	0	0	0	0	0	0
无论是考研还是工作，都应该尽早准备，还是尽早决定比较好	0	0	0	0	0	0	0	0	0	0	0	0
我落选了肯定证明我实力不行，但是我周围的人还觉得我行，是他们故意这么表现的，就是为了看我笑话！	0	0	0	1	0	0	0	0	0	0	0	0
我太迟了，其他人都已经规划好了自己的生活，而我还处于迷茫之中，我的人生是彻头彻尾的失败。	0	0	0	0	0	1	0	0	0	0	0	0
因为我小时候出过意外所以爸爸妈妈才总是这么担心我的，要是我没有去那个小巷子，就不会被绑架，爸爸妈妈现在不至于这么担心我，我怎么这么没用，只会让他们担心我	0	0	0	0	0	1	0	0	0	0	0	0
不交朋友也好，免得到时候他们发现我原来是这样的人，弄得大家都尴尬	0	1	0	0	0	0	0	0	0	0	0	0
我完了爸爸一定对我很失望，他以前从来不跟我生气的，我怎么这么不懂事，我简直是垃圾。爸爸以后也不会原谅我了，我是彻头彻尾的坏孩子了，没有人爱我了。	0	0	0	0	1	0	0	0	0	0	0	0
哎呀，我就是个社恐，让我正常和他们说话，不是难为我吗？我就是这个样子的，怎么都改不了	1	0	0	0	0	0	0	0	0	0	0	0
他们会因为这个抛弃我吧，我以后要过上没人爱的日子	0	0	0	0	1	0	0	0	0	0	0	0
他真有礼貌，跟我讲话也不会因为自己的事情打断我	0	0	0	0	0	0	0	0	0	0	0	0
对不起对不起，我明明不是爸爸妈妈的亲生孩子，还花了他们那么多钱；可能当年亲生父母丢了我就是因为这个	0	0	0	0	0	0	0	0	1	0	0	0
我就是管不住嘴，我连自己的体重都控制不了，我根本就掌控不了我的人生。	0	0	0	0	0	1	0	0	0	0	0	0
哎，只能再重头做了，不过之前做过一遍这次应该会快很多，还好没那么费时间，来得及	0	0	0	0	0	0	0	0	0	0	0	0
婆婆永远也看不惯我，永远也不会对我满意	0	1	0	0	0	0	0	0	0	0	0	0
我感到十分难过，太想看看以前的自己了，对珍贵的回忆失踪这件事情久久不能释怀。	0	0	0	0	0	0	0	0	0	0	0	0
外面又下雪，走动起来更麻烦了，好难过，感觉自己活不过这个冬天了。我注定要在这个冬天里被压垮。	0	0	0	0	1	0	0	0	0	0	0	0
她什么都比我优秀，长得又好看，工作能力又强，社交还这么牛，我和她真是云泥之别，和她相比，我真是一个彻头彻尾的失败者，什么都做不好	0	0	0	0	0	1	0	0	0	0	0	0
我被他骗了，他怎么这样呢	0	0	0	0	0	0	0	0	0	0	0	0
我做不完这个任务的，老师一定会觉得我是故意不做	0	0	0	1	0	0	0	0	0	0	0	0
这些人看起来一点也不友善，我还是别想着认识他们了，我自己一个人也行	0	0	0	1	0	0	0	0	0	0	0	0
无需担忧，如果这家饭店满了，我们可以试试下一家，也许就有位子了	0	0	0	0	0	0	0	0	0	0	0	0
学车并未成功，但对我来说，驾驶并非生活必需，这并不构成大问题。	0	0	0	0	0	0	0	0	0	0	0	0
都怪我太粗心了，居然没有保存下来，我可真是个彻头彻尾的废物。	0	0	1	0	0	0	0	0	0	0	0	0
都是我不好，如果我的语气能再缓和一点，他们肯定不能和我吵起来，也不会很伤心了。	0	0	0	0	0	0	0	0	1	0	0	0
慢慢融入总是可以的，我本身就比较慢热呀！	0	0	0	0	0	0	0	0	0	0	0	0
不好好端着咖啡洒在别人身上，小张真是个冒失鬼	0	0	1	0	0	0	0	0	0	0	0	0
我对这种事情感到十分气愤，认为同事在职场霸凌我，我感觉被全世界抛弃了。	0	0	0	0	0	1	0	0	0	0	0	0
父母吵架都是因为我不好，我成绩太差了。	0	0	0	0	0	0	0	0	1	0	0	0
天哪，肯定是我前段时间谈的那个项目没谈成，才导致公司经济效益变差了。都怪我，要是我多妥协一点，不要那么针锋相对，甲方肯定把项目拿给我们做了，都怪我，要是我谈下来了，大家的日子都会好过一些	0	0	0	0	0	0	0	0	1	0	0	0
一定是有人在背后挑拨离间，让我和父母关系破裂，都不是我的错！	0	0	0	1	0	0	0	0	0	0	0	0
故意来针对我，让我觉得不舒服，他一定非常讨厌我。	0	0	0	1	0	0	0	0	0	0	0	0
我花了这么多钱，偌大个医院竟然查不出来我的病症，无能的医生！	0	0	1	0	0	0	0	0	0	0	0	0
既没法带给别人情绪价值，自己也没什么价值，这种人活在世上有什么意义？	0	0	0	0	0	1	0	0	0	0	0	0
如果爸妈发现我的裸照，他们肯定会责怪我无能，不能够妥善保护自己。	0	0	0	0	1	0	0	0	0	0	0	0
我这个点醒了，接下来一晚上都睡不着了，明天上班肯定废了。永远都会这样，失眠会毁了我的整个职业生涯。	0	1	0	0	0	0	0	0	0	0	0	0
我人品确实有问题 不然为什么我的朋友们一个一个离我而去	0	0	0	0	0	0	0	0	1	0	0	0
家庭出了这样的事情，母亲知道了一定会和父亲大吵一架然后闹离婚的	0	0	0	0	1	0	0	0	0	0	0	0
我被放鸽子了，我真是一个废物	0	0	1	0	0	0	0	0	0	0	0	0
他不会是出事了吧，他要是在来找我的路上出了什么事我可愧疚死了	0	0	0	1	0	0	0	0	0	0	0	0
就是因为我太无聊了，和我吃饭她一定觉得很没意思，我早就看出来了，现在她终于不用再忍受我了。	0	0	0	1	0	0	0	0	0	0	0	0
我周围的人们都在欢笑，但我却孤单一人。我是不是让人厌烦，我是不是做的还不够好？	0	0	0	0	0	0	0	0	1	0	0	0
全世界都在为难我，学习学习不顺利，老师老师很严厉，活着真没意思	1	0	0	0	0	0	0	0	0	0	0	0
我会被这个男生看不起的，他知道了之后会觉得我痴心妄想	0	0	0	1	0	0	0	0	0	0	0	0
我没有参与搭配孩子成长的每个瞬间，孩子长大后又怎么可能会孝顺我，我一定会孤独终老。	0	1	0	0	0	0	0	0	0	0	0	0
同事们都是心机婊，见不得人好，总是在背后等着抢功劳！	0	1	0	0	0	0	0	0	0	0	0	0
懂了，下次就反向复习，反正我不准备的他一定要考。我每次总是选错重点，我的运气永远是这么差。	0	0	0	0	1	0	0	0	0	0	0	0
我不是个孝顺的孩子，我辜负了父母对我的殷切期望	0	0	1	0	0	0	0	0	0	0	0	0
父母生我养我一场到头来什么也没有，我白活了，直接跟着他们去了吧，黄泉路上再尽孝一回。	1	0	0	0	0	0	0	0	0	0	0	0
减肥会一直困扰我的，我体重不会变了	0	0	0	0	1	0	0	0	0	0	0	0
我连抽出一点时间和家人说说话都没有，我真是个冷心冷肺的白眼狼！	0	0	1	0	0	0	0	0	0	0	0	0
我感觉我要死掉了，我真的讨厌半夜惊醒	1	0	0	0	0	0	0	0	0	0	0	0
没啥进展或许可以问问有经验的同事，也许他们会给我一些帮助	0	0	0	0	0	0	0	0	0	0	0	0
我没有成为一个称职的父母，在孩子教育上的失败令我深感自责，没能教好孩子，都是因为有我这样的家长孩子才没学好。	0	0	0	0	0	0	0	0	1	0	0	0
我最近确实有点太黏人了，让他都觉得不舒服了，可是我确实很想他多陪陪我嘛	0	0	0	0	0	0	0	0	0	0	0	0
为什么疾病总是喜欢光顾我，我就是个倒霉蛋！	0	0	1	0	0	0	0	0	0	0	0	0
妈妈这么关心我的未来和我谈规划，虽然其中有一些内容和我的想法有悖，但大部分还是很值得采纳的	0	0	0	0	0	0	0	0	0	0	0	0
衣服都湿了，等会不会遇到熟人吧，那也太尴尬了，好想找个地缝钻进去。	0	0	0	1	0	0	0	0	0	0	0	0
真的，为人父母一辈子，要是教育不好，自己的孩子，脸都没有地方搁	1	0	0	0	0	0	0	0	0	0	0	0
我竞选失败，说明我的人生注定充满挫折，一切都会失败。	0	1	0	0	0	0	0	0	0	0	0	0
哎呀，早知道早点来好了，现在这个时间居然满员了	0	0	0	0	0	0	0	0	0	0	0	0
每次一加班就感冒，我就知道，人倒霉了各种坏事就一起来了；加班就会感冒，感冒就会发烧，我怎么这么倒霉	0	0	0	0	1	0	0	0	0	0	0	0
连一场像样的婚礼都不能给她，我以后还能给她什么呢？我的未来看不到光。	0	0	0	0	1	0	0	0	0	0	0	0
我是废物一个，我的科研生活根本没法顺利进行，我毕不了业了。	0	0	1	0	0	0	0	0	0	0	0	0
这班加起来没完没了了，从入职到现在我没几天是能准点下班的。我一定是在这个公司一点也不重要，不然不会总是让我加班。	0	1	0	0	0	0	0	0	0	0	0	0
现代社会哪有容易，习惯就好了	0	0	0	0	0	0	0	0	0	0	0	0
我点的刚好是想吃很久了的肯德基，我非常失落，对偷外卖的人感到不快。	0	0	0	0	0	0	0	0	0	0	0	0
祝福她们，但我还是更享受自己一个人的时光	0	0	0	0	0	0	0	0	0	0	0	0
我就不是一个不幸的人，老天连觉都不让我睡	0	0	1	0	0	0	0	0	0	0	0	0
我就是个柔弱无能的人，这一切都是心理作用罢了	0	0	1	0	0	0	0	0	0	0	0	0
他们都找到了伴侣，我没有什么可活的，没有人可以爱，一直都是孤独的，而且永远都是为什么我必须如此安静。 好在我不会被任何人想念，因为我一直都是一个人	0	1	0	0	0	0	0	0	0	0	0	0
成天就念叨吃饭一件事，真是烦死了，不吃又能怎么样，我倒是要是试试。	0	0	0	0	0	0	0	0	0	0	0	0
流浪猫狗都不干净，这狗铁定有病毒在身上，我准得染上病了，完蛋了，都说狂犬病治不好，最后都得死，被咬了我也不远了吧，辛辛苦苦这么多年，最终死在被咬一口，我真是一个失败者，是大家的笑话	0	1	0	0	0	0	0	0	0	0	0	0
我缺乏足够的能力，因此无法给病人提供理想的治疗结果，这个责任完全归我，因为我活该。	0	0	0	0	0	0	0	0	1	0	0	0
我记住了，以后再也不去这家了，发个朋友圈，联名抵制这家饭店。	0	0	0	0	0	0	0	0	0	0	0	0
我竟然被放鸽子了，马上找其他伙伴，没了他地球还不转了。不能因为他影响我的心情，我画了这么长时间的妆，今天必须去。	0	0	0	0	0	0	0	0	0	0	0	0
不就是名牌大学毕业的吗？凭什么瞧不起我一个普通二本的毕业生啊？大家都是一个公司的，搞什么学历歧视啊？天天压着我，做那副高贵样子给谁看啊？	0	0	0	1	0	0	0	0	0	0	0	0
我睡眠质量怎么这么差，我以后肯定也会经常失眠	0	1	0	0	0	0	0	0	0	0	0	0
每个人都有发表对这个世界看法的权利，这群医生是因为我对世界的看法与他人不一致所以给我诊断为精神疾病的	0	0	0	1	0	0	0	0	0	0	0	0
是我能力太差，我的存在只会拖累大家，如果没有我，他们可以有能力更好的同事	0	0	0	0	0	0	0	0	1	0	0	0
我是坏孩子，经常惹他生气，他才去找小三。	0	0	0	0	0	0	0	0	1	0	0	0
也许患者也是因为特殊原因才不得以吧，虽然很难缠，但问心无愧就好	0	0	0	0	0	0	0	0	0	0	0	0
我有罪，被人欺负被人侮辱是老天爷给我的报应	0	0	0	0	0	0	0	0	1	0	0	0
看着那个孩子越来越任性，我已经失去了一切希望。他不再回家，好像已经决定把我这个母亲抛之脑后。	0	0	0	0	1	0	0	0	0	0	0	0
我知道他说的是气话，但是还是很伤心	0	0	0	0	0	0	0	0	0	0	0	0
他们这么不听话是我没有教好，是我的责任	0	0	0	0	0	0	0	0	1	0	0	0
我是倒霉鬼，这对我来说要算常事	0	0	1	0	0	0	0	0	0	0	0	0
老公司这样，新公司也是这样，我就不配去一家像样的公司上班	1	0	0	0	0	0	0	0	0	0	0	0
我觉得自己挺努力了啊，看来这个问题不是努力就能解决的	1	0	0	0	0	0	0	0	0	0	0	0
他一定是不爱我了，他之前都不会说这种话的，他不会是出轨了吧？	0	0	0	1	0	0	0	0	0	0	0	0
如果他还在我得身边，一定不会愿意看到我现在萎靡不振的样子，所以我一定会振作起来	0	0	0	0	0	0	0	0	0	0	0	0
要和优秀的师兄师姐们积极沟通，借鉴他们的成功经验。	0	0	0	0	0	0	0	0	0	0	0	0
如果我一开始就没跟这个男人结婚我会比现在幸福，他这样做就是不爱我，我决定回娘家。	0	1	0	0	0	0	0	0	0	0	0	0
下次他再叫我出去玩我就不会那么信任她了	0	0	0	0	0	0	0	0	0	0	0	0
连最基本对时间的掌控能力都没有，我还能做什么，我简直一无是处。我这种人根本不配有朋友，更不值得成功。	0	0	0	0	0	1	0	0	0	0	0	0
我生病了，我什么都做不了了，我只能一直这么躺着，我没法起来的	1	0	0	0	0	0	0	0	0	0	0	0
都是因为我是运气不好的一个人，才会让我的学习生活一塌糊涂	0	0	1	0	0	0	0	0	0	0	0	0
说出来也无妨，或许我可以趁此机会表达一些内心深处的情感，虽然这可能会带来一些悲伤。	0	0	0	0	0	0	0	0	0	0	0	0
明明我外表也不差，怎么就没人跟我交朋友？难道所有人都是这样吗？	0	1	0	0	0	0	0	0	0	0	0	0
尽管我的前妻做错了事，但我越来越觉得自己是罪魁祸首，我根本不配得到我生命中的任何美好。	0	0	0	0	0	0	0	0	1	0	0	0
活这么久连个才艺都不会，人生真失败，简直就是浪费空气！	0	0	1	0	0	0	0	0	0	0	0	0
反正我也不如别人，那就摆烂好了，那就让我沉沦吧，接受失败的洗礼。	0	0	0	0	0	1	0	0	0	0	0	0
从我们这个地区现在的发展情况来看，我投资失败也是情理之中。	0	0	0	0	0	0	0	0	0	0	0	0
我觉得我很自卑，班上同学都瞧不起我。	0	0	0	1	0	0	0	0	0	0	0	0
我根本没有能力照顾好他，却还是把他领回家，他肯定特别后悔成为我的小狗吧。	0	0	0	1	0	0	0	0	0	0	0	0
不必担心，一颗感冒药就能解决你的所有问题的。	0	0	0	0	0	0	0	0	0	0	0	0
慢慢来吧，现在考到7: 非歪曲0: 非此即彼分已经是有进步了，只要我个别孩子继续努力，相信会有一天能考到理想的分数	0	0	0	0	0	0	0	0	0	0	0	0
对那位朋友感到抱歉，但在已有约定的情况下，诚信是必须的。我相信朋友会理解我的立场。	0	0	0	0	0	0	0	0	0	0	0	0
我的思想已经从我拥有的最古老的记忆（第一部分）中被摧毁了我知道这只是我的错	0	0	0	0	0	0	0	0	1	0	0	0
我就是一个不适合运动的人，看，最终还是出事了吧。	1	0	0	0	0	0	0	0	0	0	0	0
连出去玩他们都不愿意和我出去玩，我一定是让他们很讨厌了，才不愿意和我出去玩的。	0	0	0	1	0	0	0	0	0	0	0	0
一切网络上的发言都是不可信的、不友好的。	0	0	0	0	1	0	0	0	0	0	0	0
同桌肯定觉得我笨，会不会开始看不起我啊	0	0	0	1	0	0	0	0	0	0	0	0
她们还能跟她们心中所爱的人说说话 可是或许这辈子 我再也没有这个机会了	0	1	0	0	0	0	0	0	0	0	0	0
我写不完工作报告，我的价值无法实现，我的人生没意义了。	0	0	0	0	1	0	0	0	0	0	0	0
我们小区的物业是吃干饭的吗，是人是鬼都能放进来，要他们有什么用。这群无能的人，完全没办法保护我们的财产。	0	0	1	0	0	0	0	0	0	0	0	0
突然醒了又不想睡，玩会手机再说吧。	0	0	0	0	0	0	0	0	0	0	0	0
晚上有失眠的情况发生，我身体可能出现了什么问题。	0	0	0	0	1	0	0	0	0	0	0	0
好伤心好难过，把青春的留念给弄丢了，连它也在暗示，我的青春会被所有人遗忘	1	0	0	0	0	0	0	0	0	0	0	0
都赖我，是因为我不上心才犯了这么大错误，我可真该死啊。	0	0	0	0	0	0	0	0	1	0	0	0
我天天加那么多班，现在眼睛坏了，我估计脊椎和腰椎也不远了，本来这么辛苦就赚这么点钱，到时候身体垮了，这可怎么办啊？	0	0	0	0	1	0	0	0	0	0	0	0
他没事吧？有什么必要搞成这样吗？他好像有那个大病，好家伙，这一天好心情，飞飞咯~	0	0	0	0	0	0	0	0	0	0	0	0
白马王子什么的只存在于童话里，像我这种条件的也只能找到这样的了。	0	0	0	0	0	0	0	0	0	0	0	0
他没有接电话，一定是有什么事情瞒着我不让我知道	0	0	0	1	0	0	0	0	0	0	0	0
哎，虽然考的不好但也有进步吧，不满意也是暂时的，还是奖励一下他吧，毕竟辛苦这么久了。	0	0	0	0	0	0	0	0	0	0	0	0
肯定是有人害我我才会得病的。	0	0	0	1	0	0	0	0	0	0	0	0
家里还有很多事情需要我，反正我还年轻，等家里的事情都解决完了再去闯荡吧	0	0	0	0	0	0	0	0	0	0	0	0
他们讨厌我，甚至以我为耻，所以不与我联系	0	0	0	1	0	0	0	0	0	0	0	0
我明明已经是个大人了，父亲却依然不放心，好像我是个长不大的小孩一样，他们究竟什么时候能对我放心呢？	0	0	0	0	0	0	0	0	0	0	0	0
他每次嫌弃我买衣服浪费，又时不时就给老家那边人好多钱，肯定是想要跟我离婚了，所以才这么不在乎我只在乎他家里人	0	0	0	1	0	0	0	0	0	0	0	0
烦死了怎么还是这么胖！肯定是我吃的不够少，哎呀我怎么这么贪吃，跟头猪一样，这样怎么可能减肥成功嘛	0	0	1	0	0	0	0	0	0	0	0	0
每当我想离开家的时候就会发生大大小小的变故，我注定走不出这个城市，离不开我的家里人	0	1	0	0	0	0	0	0	0	0	0	0
为什么窗外的欢声笑语听起来这么刺耳，为什么空中五颜六色的风筝只有黑白灰？	1	0	0	0	0	0	0	0	0	0	0	0
我注定一辈子孤苦伶仃，永远都没有人愿意陪伴我，因为我不值得爱。	0	0	0	0	1	0	0	0	0	0	0	0
失眠太难受了，这不是我想睡着就睡着的	1	0	0	0	0	0	0	0	0	0	0	0
都是我太笨，花了这么长时间，还是写不好，对不起我的队友们了。	0	0	0	0	0	0	0	0	1	0	0	0
好饿，快点来家饭店啊，吃什么都行，我现在完全不会挑的。	0	0	0	0	0	0	0	0	0	0	0	0
小丽好胜心比较强，真羡慕她整天充满活力充满激情的去工作呀	0	0	0	0	0	0	0	0	0	0	0	0
光脚的不怕穿鞋的，这次从头再来，我必定能创造更美好的未来。	0	0	0	0	0	0	0	0	0	0	0	0
现在我才开始去送，如果老板问起，我会解释我在校对文件。	0	0	0	0	0	0	0	0	0	0	0	0
我敢肯定，我周围的人都是毫不关心我的人。人们为什么对我抱有偏见，我真不知道。	0	0	0	1	0	0	0	0	0	0	0	0
或许他临时有事吧，也可以理解	0	0	0	0	0	0	0	0	0	0	0	0
要不是我想去攀岩旅行，你怎么会失足，明明知道你不是运动的料，我却还是带着你去攀岩了要是我当时拒绝你，怎么会现在天人永隔都是我不好	0	0	0	0	0	0	0	0	1	0	0	0
唉，他们好烦啊，我什么时候能换一个宿舍	0	0	0	0	0	0	0	0	0	0	0	0
连我的爸爸都这样，我未来的人生还有什么希望？	0	0	0	0	0	1	0	0	0	0	0	0
我有点难过，我觉得丈夫有点不理解我。	0	0	0	0	0	0	0	0	0	0	0	0
对啊我就是一无是处，谁都好过我，那你们直接把我丢掉算了。我永远也不会像别人家的孩子那样完美。	0	1	0	0	0	0	0	0	0	0	0	0
疼痛似乎注定会陪伴我一生，我感觉自己被疼痛控制，我怎么都摆脱不了它。	0	1	0	0	0	0	0	0	0	0	0	0
