原始文本	情绪化推理	以偏概全	乱贴标签	读心术	先知错误	非此即彼	应该句式	放大	罪责归己	心理过滤
The problem is, I know I have to work hard and establish myself quickly and support my family but I overlook the situation and play game or surf internet all day (I don’t enjoy doing this but still I do and feel empty)and when its evening I say to myself ‘I will start it tomorrow’, and the he cycle goes on.	0	0	0	0	0	0	1	0	0	0
I feel anxious, inadequate, not good enough for him. I get how me complaining makes him feel inadequate, so it’s a vicious cycle id like to break.	0	0	1	0	0	0	0	0	1	0
It might be bipolar disorder or something of that means, but I almost always have the opposite reaction to things. Like for example if I’m watching someone get shot people would usually feel bad or cringe at the sight of it, but I just laugh out loud for some reason. Same with the other emotions, if I’m sad I’m usually acting cheerfully and so on.	0	1	0	0	0	0	0	0	0	0
For the past few years (5-6 years) i have been finding it increasingly hard to make friends and keep them. 2 of my grandparents have died recenently and things seem to have gotten worse. To start, i cant focus in class (before grandparents died)and this has been also getting harder to deal with.	0	0	0	0	0	0	0	0	1	0
I was devastated as I felt cheated on and I have lost trust.	1	0	0	0	0	0	0	0	0	0
I am also deathly afraid of being judged by others about my decisions. I have worked a little but struggled in that environment because i cannot concentrate because i feel others are saying or thinking bad things about me.	0	0	0	1	0	0	0	1	0	0
I’m stuck between my family and my boyfriend and at this point I choose him over them because I see my whole future with him.	0	0	0	0	1	1	0	0	0	0
He seems confused as to why I don’t want to have them in my life.	0	0	0	1	0	0	0	0	0	0
I’m afraid I will actually harm someone.	0	0	0	0	1	0	0	0	0	0
After looking for work for almost 3 years I am become reluctant to put any more effort into this fruitless action. I feel the same way about pursuing any kind of relationship. I have no goals, dreams, or plans for the future.Honestly i just want to walk out of the house with the clothes on my back and embrace the fact that i shouldn’t run away from my fate of dying on the street.	0	1	0	0	0	1	0	0	0	0
I have been having therapy for nearly 4 years, for childhood trauma and general, in the beginning things were fine, she asked all the right questions, but know I feel like things are very intense, she knows i find friendships complicated so she’ asked if we were friends, and 2 weeks ago I started sitting on the floor for comfort, then she joined me but sitting opposite but shoes off, but I found the way she sat across from me a bit uncomfortable, she had her legs open, we spoke about my feelings and how I felt that day and she said she would give her heart feelings to me.	0	0	1	0	0	0	0	0	0	0
I feel like I will never get over this.	1	0	0	0	0	0	0	0	0	0
I just feel like he’s not putting his full effort into our relationship.	0	0	0	1	0	0	0	0	0	0
For a while now, I have shown symptoms of depression as well as social anxiety. I talked to a therapist about whatever I could. I told him about some other things like the repetitive tasks I must perform out of fear, my derealization experiences, etc. All he told me was that I was experiencing a lot of anxiety. I’m not sure if I explained myself too well or if he doesn’t necessarily want to tell me about what may be going on.	0	0	0	1	0	0	0	0	1	0
I dont know why but I actually started to want to be dead. But i was scared that what if i die and nothing gonna happen like all empytness and black screen but sometimes i thought myself maybe i will go heaven and there is god.  No, i am not going to suicide and never tried that but i kinda feel like it is going to be a traffic accident or someone will kill me.	0	0	0	0	1	0	0	0	0	0
I’ve always noticed that if she can’t see something, she doesn’t believe in it.	0	0	0	1	0	0	0	0	0	0
i feel unwanted by people and like i always give more than other people and feel under-appreciated.	0	0	0	1	0	0	0	0	0	0
I do not enjoy going shopping with him as it always ends up with us arguing.	0	1	0	0	0	0	0	0	0	0
I’m quite dark, i like dark humor, im nice, im also a jerk.	0	0	1	0	0	0	0	0	0	0
How do I stop myself from losing control, all of sudden I will be freaking out screaming at the top of my lungs at my bo?	0	0	0	0	0	0	0	0	1	0
This spread beyond the horror genre, to the point I completely stopped watching movies or shows and playing games, or really indulging in anything, that featured violence or death in any way.	0	0	0	0	0	1	0	1	0	0
It just feels like they might not take me seriously or think I’m seeking attention. And I don’t want them to look at me differently like I’m some psycho because I have anxiety. I want to tell them, but I just can’t. I don’t feel like I’m worth their time.	0	0	0	1	0	0	0	0	0	0
As long as I can remember, negative thoughts have seemed to take control of my mind completely.	0	0	0	0	0	0	0	0	0	1
But in this past year I’ve gone further than that, rather what I would call paranoid tendencies. Even so much that I’m afraid to tell people my name, how old I am, and similar information, so I often end up lying.	0	0	0	0	0	0	0	1	0	0
I fear it will be a lot more if I can’t stop.  My husband doesn’t know how much I am spending and I am terrified he’ll find out.	1	0	0	0	1	0	0	0	0	0
I do not trust others and I do not trust myself so a lot of the time I feel as if I am not mentally ill and only making it up.	1	0	0	0	0	0	0	0	0	0
It dosent go away.. and when I am having fun an trying not to think about it.. its always in the back of my mind that I am a schizo and that everything is crazy.	0	0	1	0	1	0	0	0	0	0
I have this extreme fear. This includes heart palpation, trembling, numbing in hands and feet, fast breathing, fearful thoughts such as someone breaking in, ghosts creepy dolls you name it! 	1	0	0	0	0	0	0	0	0	0
I have no idea if this is normal or not, but I didn’t want to talk to anyone about it in real life if it wasn’t normal, because then they’d probably just think that I was crazy or something (maybe I am, I don’t know).	0	0	0	1	0	0	0	0	0	0
I spent 6 months away from everyone and I got into a real depression because I had just graduated and I felt I needed to get a job and start a new life.	0	0	0	0	0	0	1	0	0	0
I have weight and depression issues related to several traumatic events in my life (accidental death of father many years ago, recent violent death of mother, emotional abuse in former marriage). I also have a stressful job that I don’t love. I’ve been further traumatized by the current political situation in our country, I am very political.	0	0	0	0	0	0	0	0	0	1
I know your advice is to be the bigger person.	0	0	0	1	0	0	0	0	0	0
I can not speak to a professional because a diagnosis would almost certanly end my prospect of being these things.	0	0	0	0	1	0	0	0	0	0
I’m pretty sure not interacting at the critical point of social development has had lasting affects.	0	1	0	0	0	0	0	0	0	0
negativity just lingers around more in my head even simple things I know don’t matter.	0	0	0	0	0	0	0	0	0	1
I have an extensive conversation with myself about everything negative about my life and it always leads to me trying to figure out whether or not I might actually have a problem.	0	0	0	0	0	0	0	0	0	1
Whenever my partner and I get into an argument and my partner starts to ignore me, I tend to turn to my friends and tell them what just happened.. and I know this isn’t right! This often had made it even worse and we even lost friends due to this behavior… why am I doing this?	0	0	0	0	0	0	1	0	1	0
Is this “normal” or do I have a dysfunction? Sometimes, over nothing, after working myself up into almost unnoticeable stress — even to me — I lose it.	0	0	0	0	0	1	0	0	0	0
My mom is pretty ypung she is 34 and she got a surgery to become skinnier and now men are texting her because she looks more “sexy”and she is always replying to them and she even had a boyfriend online who had a girlfriend and she didn’t even care about that she is very selfish and thinks that she is the best looking person she has become lazy since she has lost weight because of the sugery she doesn’t cook or clean and her and my dad always get into problems because of her not spending time with her family but instead on her phone to be honest I don’t know what to do I don’t want to confront her because i feel she will get mad but i also am soo angry and upset that she can’t just divorce my father who I don’t really have a good relationship because he is always judging me and yelling at everyone he will even get mad at us his children because we didn’t got out with our mom to check on her he has extreme trust issues and and i just feel like is better for them to get divorced they argued every day and don’t care about how there children feel I just want this family problems to stop i want my mom to stop cheating on my dad and to treat us better and i want my father to stop arguing soo much with his family.	0	0	1	1	0	0	0	0	0	0
I was lonely when I was younger, I was isolated and different from my peers.I wonder if this have anything to do with my relatives (cousins, parents,siblings)’s OCD and Asperger.	0	1	0	0	0	0	0	0	0	0
Along with this, I can no longer have a conversation with my grandparents or dad because of social anxiety even though I could before. When in school now I will feel positive but I know somehow that I’m not and I then will go home afterward and completely change even though I don’t know why I just suddenly end up being really sad	0	0	0	0	1	0	0	0	0	0
I have had anxiety almost all of my life but lately it has gotten out of hand.	0	0	0	0	0	0	0	0	0	1
Even though I didn’t want to end it, the arguments we had over the living together issue seemed to push him to the point of wanting to leave.	0	0	0	1	0	0	0	0	0	0
I feel like I’m slow when doing a task. However it does not makes sentence because I have good grades and do all my homework and yet I can’t do what is asked to be done.  All I know that I can’t understand messages or phone calls (Even in high volume) , can’t follow instructions, I try to concentrate what people are saying but the words cant process in my freaking brain which makes me mad and helpless at myself that I can’t do anything right, it is very had to multitask, I sturred/can’t talk right.	1	0	0	0	0	0	0	0	1	0
I’m in a constant state of extreme rage I can’t leave my living space because I can’t control the rage when I’m around people.	0	0	0	0	0	1	0	0	0	0
For the past two months, I’ve been plagued by insomnia (or what I believe to be insomnia; not diagnosed) every waking second I’m breathing on this earth.	0	1	0	0	0	0	0	0	0	0
Now we’re arguing because I’m afraid my boyfriend doesn’t respect me since he did absolutely nothing except what I asked him to do.	1	0	0	1	0	0	0	0	0	0
I stay even when I know I shouldn’t. I feel like I am not capable of doing anything, I feel like the biggest waste.	0	0	1	0	0	0	1	0	0	0
Right now it feels like hell and like i couldn’t ever forget how i’m feeling right now,It’s only when i think about thinking that i feel strange and anxious.	0	0	0	0	1	0	0	1	0	0
She knows she has memory problems and is not in denial–she just wants to avoid doing anything about it.	0	0	0	1	0	0	0	0	0	0
I don’t have anyone to talk to about this, since I don’t want friends and family to know what I’m thinking, and I don’t want them to know I’m a failure…	0	0	1	0	0	0	0	0	1	0
I think I’m going insane.	0	0	0	0	1	0	0	0	0	0
At an early age, I’ve always disliked people my own age.	0	1	0	0	0	0	0	0	0	0
I did dated guys, we kissed, but when it comes to more I feel shy and scared to say I’m a virgin at my age.	1	0	0	0	0	0	0	0	0	0
I mostly think and worry about people I know doing this.	0	0	0	1	0	0	0	0	0	0
I’ve been through 14 jobs all told (9 welding, 1 maintenance and 4 odd jobs for cash). I liked the Air Force(welding/machinist) job and a mining machinery job the best… I’ve been released from probation during the maintenance job and fired from a welding job two years ago over a dispute with the boss about timeliness/quality of my work(which he was becoming more critical about). Most jobs I’ve been laid off from	0	1	0	0	0	0	0	0	1	0
My issue is this, every single and I mean every single thing that I do that is not done to perfection I beat myself up about.  Furthermore it has lead to a hatred for myself and a deep sadness.	0	0	0	0	0	0	0	1	1	0
Lately I’ve been having mood swings where I’ll get really hyped and confident and encouraging and then I’ll get angry and whenever my boyfriend says to calm down it’s like a switch and it’s as if I never felt anything to begin with	0	0	0	0	0	1	0	0	0	0
She is constantly saying I’m irresponsible and she makes me feel like I’m always doing something wrong.  And I just recently found out that I may possibly have bulimia and I haven’t told her because she’s only going to “it’s all in your head, you don’t know what you’re talking about” so I always feels as though I can’t talk to her or tell her anything.	0	0	0	1	0	0	0	0	1	0
Why are my parents saying they want me to die and leave me? everyday i come from school all we do at my house is argue about every little thing my mom is mean to me i feel like bursting into tears but i dont i keep it in.sometimes when im arguing with my parents its so hard for me to take the things they tell me. i get so depressed but dont show my emotions they say i have no heart and they dont want me they want me to leave forever.	0	0	0	0	0	1	0	1	0	0
My husband does not handle stress well.	0	0	0	1	0	0	0	0	0	0
I’m really just done with life and feel like if my life is just failure after failure that I can’t even think of whatever it maybe then what’s the purpose.	0	0	0	0	0	0	0	0	0	1
I always was there for my friend S when he was complaining about his friend C, and I was always trying to make S happy. No matter what C did to S, S always forgave C instantly, but never me if I did anything similar.	0	1	0	0	0	0	0	0	0	0
I am dead certain I was born this way and was plagued by emotional/cognitive/social/personality problems all throughout my childhood.	0	1	0	0	0	0	0	0	0	0
i live a normal life otherwise but i just lie so much i don’t know what’s wrong with me or why i do it and im too far in to stop now.	0	0	0	0	0	0	0	0	1	0
’m so scared my parents will disown me if I do that but I just can’t imagine my life without him.	0	0	0	0	1	0	0	0	0	0
I am sad. Clinically depressed.I rode a bike, but a car hit me in July and my knee got infected. I am still limping and lost the one thing that makes me happy – riding my bike.	0	0	0	0	0	0	0	0	0	1
I cannot concentrate even for two minutes and i’m afraid that it’ll affect my career.   I got my 12th results yesterday and found it disappointing as i expected better grades.	0	1	0	0	1	0	0	0	0	0
It’s like when I hit 20, something inside me went off and it led to a series of events of which the results still really resonate with me, and I haven’t really had a chance to really get someone else’s perspective. I think something that didn’t help is that I developed a really unhealthy obsession with J.D. Salinger’s The Catcher in The Rye during this time. I think it honestly had a negative effect on me, despite my deep love for the book	0	0	0	0	0	0	0	1	0	1
Considering my past, it would be stereotyped for me to be non resilient which is why i dont feel me just being generally resilient is correct, making me think something worse is wrong with me.	0	0	0	0	0	0	0	1	0	0
I feel like my fiance is attracted to my 18 year old daughter and does things that makes me wonder I’ve been with my fiance for over a year now and we have a 9 month old baby together.	0	0	0	1	0	0	0	0	0	0
Ok, someting very strange I have noticed is that I’m unable to visualize my therpaists face (no problem recognizing her) it is truly bizare as I have no problem with anyone else I know, I have an excellent memory and very good 3D visio-spacial, I’m very good at visualizing situations I’ve been in and can visualize people in meetings from months ago even having only seen them once. I’ve sat looking at this lady for over 15 hours now but draw a complete blank when attempting to visualise what she looks like (unless I’m in the session of course!) — There is definitely some strange stuff going on subconsciously I think.	0	0	0	0	0	0	0	1	0	0
I often get irritated by my my family members who I otherwise adore and are great people and I love them and behave well most of the times.	0	0	0	0	0	1	0	0	0	0
Even though mentally it was probably all not good for me, it was the most amazing thing ever, and I liked him so much.	0	0	0	0	0	0	1	0	0	0
She has completely shattered my confidence, that I don’t speak much anymore.	0	0	0	0	0	0	0	1	0	0
I’m unhappy and I hate that because I don’t have anything to be unhappy about.  This looming sense that nothing’s going to work out.	0	0	0	0	1	0	0	0	1	0
Now I am at university my peers around me all have social lives and boyfriends and so it hurts more now. I tried making friends but seem to have a perpetual block for the last 10 years.	0	1	0	0	0	0	0	0	0	0
Over the past 30 years, my parents (and particularly my mother) have never been satisfied with the level of effort I expend toward family relationships.	0	1	0	0	0	0	0	0	0	0
But, since we have been married, I have noticed that he gets his mind on a certain hobby and, well, almost obsesses about it.	0	0	0	1	0	0	0	0	0	0
What drove me to continue isolating myself like this was the fact that I was doing well academically. However, I started realizing that all this time in isolation forced me to constantly focus on negative thoughts and I saw a significant decrease in my cognitive ability; things I could previously do quickly in high school took a lot longer now.	0	0	0	0	0	1	0	0	0	0
The past 6 months of my school life and sleep schedule have been deteriorating to me physically, but recently it seems like my emotions have been going haywire too.	0	1	0	0	0	0	0	0	0	0
I feel powerless.	0	0	0	0	0	0	0	1	0	0
I’ve begun reading a lot of books about narcissist but I know its not good to diagnose her using these books.	0	0	0	0	0	0	1	0	0	0
I never feel like I can say what I want because I’m scared he’s going to react.	1	0	0	0	1	0	0	0	0	0
But this one has been tormenting me and I cannot seem to figure things out	0	0	0	0	0	0	0	0	0	1
I am not sure what type of disorder I am suffering from but this problem is almost killing me I am very very very very depressed and want to commit suicide because I feel it is worthless to live this type of life.  I have changed school and in my class no one seemed to like me.	0	0	0	1	0	0	0	1	0	0
I wonder if I am ever going to get better, or if this depressive episode has damaged my brain in a way that can’t be repaired. I feel like therapy isn’t helping with this at all – thinking through things can’t really elevate my mood, it actually often makes everything worse.	0	0	0	0	0	0	0	1	0	0
I don’t feel like I have a happy future ahead of me.   I don’t enjoy my job, I have close to zero friends ever since I quit drinking and drugs, I’m always worrying about things that don’t even matter, I still think about the girl who broke my heart over ten years ago, My brother (who I love very much) lives on the other side of the country, I don’t know where to meet a decent girl that I could start a family with, I don’t have the spark or motivation to hold conversations with people, I have very little interest in many of the things I used to enjoy doing, and frankly, I’m afraid that I’m going to die alone without a family. 	0	0	0	0	1	0	0	0	0	1
Nearly always there is some minor ailment: a pain here, ache there, headache, bellyache, blurry vision, etc., seemingly in contrast/competition to others who are experiencing serious medical conditions ie: hip replacement, cancer, etc.	0	0	0	1	0	0	0	0	0	0
I decided to see a private therapist for the first time today, and after the session I felt like it was pointless (I have met with a school psychologist before, and she was absolutely amazing, & professional, so this made me question today’s experience.)	0	1	0	0	0	0	0	0	0	0
It has become very excruciating for me to enter into my patient’s room and administer Respiratory Therapy, especially when there are family members in the room	0	0	0	0	0	0	0	1	0	0
I have an adult son who treats me poorly, has been physically and psychologically abusive since he was a teenager, have 3 grandchildren but only see one of them now.	0	0	0	0	0	0	0	0	0	1
It feels like I have writer’s block on all the time, and part of my brain constantly feels unused, “inactive” and “asleep”, as if on constant autopilot for the whole day.	0	1	0	0	0	0	0	0	0	0
I’ve kept a journal for years, and in my earliest entries I blamed this on other people. I thought that they didn’t understand me.	0	0	0	1	0	0	0	0	1	0
But, I can’t help but feel like I have no right to call myself a victim.	0	0	0	0	0	0	0	0	1	0
I feel like if i do not do my obsession then something bad will happen. Such as my house burning down, family member getting ill or something bad happening to another human/animals.	0	0	0	0	1	0	0	0	0	0
Another issue is Both, my parents and girlfriend seem to think that they’re more important than what I want to accomplish in my life and expect me to do everything they want.	0	0	0	1	0	0	0	0	0	0
We have noticed that our 4 year old daughter cries for every little thing, and seems to have trouble expressing here self verbally at home and kindergarten.	0	1	0	0	0	0	0	0	0	0
My mind feels like it’s racing, like my thoughts are going 100 miles and hour and no one can catch up to me.	0	0	0	0	0	0	0	1	0	0
I’m also convinced that other people can read my thoughts, maybe not everyone, but definitely most people.	0	0	0	1	0	0	0	0	0	0
Once I start thinking, I think about every single problem in my life and I cry.	0	0	0	0	0	0	0	0	0	1
I thought that he displayed traits of honor, loyalty, integrity, honesty, and kind-heartedness, as well as characteristics of a hard worker, and an overall well-rounded individual.	0	0	1	0	0	0	0	0	0	0
While I am devastated about his loss, I also feel an odd sense of guilt and envy because he actually did what I’ve always wanted to/thought about doing.	1	0	0	0	0	0	0	0	0	0
My main concern is that these voices aren’t a cause of my bipolar but a whole new illness (maybe schizophrenia) starting to present itself.	0	1	0	0	0	0	0	0	0	0
Every time she does something that irritates me i get really angry and start to breath heavy and have the need to break things, after that i start to cry and whisper to myself “I hate her, i hate her.”	0	0	0	0	0	0	0	1	0	0
I feel selfish and stupid.	0	0	1	0	0	0	0	0	0	0
However, I can conclude that her random annulment of our get-together was canceled to be with that person. I still was trying to be as nice as possible to X, but eventually, it felt like I didn’t know her anymore.	0	0	0	0	0	0	0	1	0	0
I don’t know if the thoughts have anything to do with schizophrenia, since i had those thoughts for a long time. All i want to know is how to control those thoughts, since i start feeling like someday i could do that without thinking, as an impulse.	0	0	0	0	1	0	0	0	0	0
I know this can run in families so I’m concerned that I might be showing symptoms.	0	1	0	0	0	0	0	0	0	0
I look at the world around me, and feel as though i will never be happy, because of the hate i am filled with.	0	0	0	0	1	0	0	1	0	0
I grew up in a chaotic household with a bizarre, usually absent father and a raging, abusive and hate-filled mother.	0	0	1	0	0	0	0	0	0	0
I can’t stop thinking about something will happen to her so bad bc she doesn’t eat.  Sometimes I think she will get a big health problem or mental issue and I am trying to think about how can I deal with it.	0	0	0	0	1	0	0	0	0	1
I can’t get anything done, I can’t focus on important things, because that makes me think about myself, which leads to me feeling worthless and hateful of myself. I want to scream it at them, but I fear how they would judge me. 	0	0	0	1	0	1	0	0	0	0
I have sever bi polar disorder and it is not ideal for me to work and be around people in fear i may be so upset i will hurt them.	0	0	0	0	1	0	0	0	0	0
I realized that I don’t really care at all about things I should care about.	0	0	0	0	0	0	1	0	0	0
I feel trapped inside my disgusting self and like I’m willing to do anything to escape it.I’m just afraid sometimes that since I’m not really thinking during these times that I might do something to myself–especially since I think during these times that I don’t deserve to get help or that I’m not worth disturbing people by calling them.	1	0	1	0	0	0	0	0	0	0
I usually do it when i feel that i am worthless, ugly and not worthy to live.  I haven’t told no one because i know they will say i am stupid for doing it.	0	0	1	0	1	0	0	0	0	0
At 71 I don’t think her body can take the level the mania is putting her through.	0	0	0	0	1	0	0	0	0	0
He pushed me against the kitchen counter and put his hands around my neck and his kids were there (I helped take care of them since they were babies, no kidding) since the kids saw it and were crying I felt like it was all my fault, so I went on my knees and asked for forgiveness. I just literately hate my family except my Mom (she’s my Mom) my younger sister and my younger nieces.	0	0	0	0	0	0	0	0	1	1
I was forced to wear dresses even before that, and I have since been afraid of men.	0	1	0	0	0	0	0	0	0	0
She is trying to replace me, and I don’t know how to deal with this.	0	0	0	1	0	0	0	0	0	0
About a year ago I developed severe anxiety and had several panic attacks a day. Over time I developed more and more symptoms such as intrusive thoughts etc. However after quite some time I developed very worrying symptoms that make me think I am developing schiz/psychosis.	0	0	0	0	0	0	0	1	0	0
I feel robbed of the opportunity to talk to her.   Now her dad wants me to talk to her, her mom wants me in counseling, and I want to ignore it because I am honestly thinking this is some kind of trap being set by her mother in hopes of getting full custody. 	0	0	0	1	0	0	0	0	1	0
I want to know if our family unit is savable would therapy help what should I do. I don’t want to be a bad mother and I don’t want to lose my family.	0	0	0	0	1	0	0	0	0	0
I feel like I’m 100% going to explode on her one day, but I love my mom to death.	0	0	0	0	1	0	0	0	0	0
He had a delusion the cops all knew him as “Nate Dawg.” 	0	0	0	1	0	0	0	0	0	0
It tends to feel very loud and insistent and i have absolutely no control over it.	1	0	0	0	0	0	0	0	0	0
I have always had issues with emotional attachment and lack any form of emotional connection with any thing.	0	1	0	0	0	0	0	0	0	0
I feel like I am cursed for life.	0	1	0	0	1	0	0	0	0	0
And whenever she does try and start conversation with me saying” [My name] guess what happened” I get genuinely mad and annoyed and barely respond.	1	0	0	0	0	0	0	0	0	0
I know that my priority is to eliminate the debt as fast as possible, but I can only do so much and I am scared that 10 years is too long of a time to wait for a family.	1	0	0	0	1	0	0	0	0	0
I fully understand that i wish to heal and i also respect her abilities however I feel again she is in decision making to terminate me.  As last week it was apparent she needed affirmation from me that the anger work was useful. 	0	0	0	1	0	0	0	0	0	0
I have had a lot of bad relationships so I thought god finally answered my prayers. I WAS WRONG. We had an the worst argument I ever had with anyone!	0	0	0	0	0	1	0	0	0	0
It was only one dream and I just had it, but I was wondering if this is an indication that I was actually molested as a child?	0	0	0	0	0	0	0	1	0	0
People find me smart, but I find myself stupid.	0	0	1	0	0	0	0	0	0	0
I am obsessed with success. If I do not achieve what I hope I will (fame, money, status, etc.) I will feel ashamed and feel like a complete failure.	0	0	0	0	0	1	0	0	0	0
I want to live my life without all of the negative thoughts and worries. I want to enjoy life again rather than thinking of it as “just having to get through it”.	0	0	0	0	0	1	0	0	0	0
I just can not look at her the same way, I want to scream, tells someone, but I’m afraid she will lie. People will probably believe her over me, because, lately I’ve been going through some trust issues with my dad.	0	0	0	0	1	0	0	0	0	0
Whenever it comes to arguments I am always the one who is put down by the others.	0	0	0	1	0	0	0	0	0	0
I was hearing voices, thousands times a day I would hear different statements, and I finally could not take it.	0	1	0	0	0	0	0	0	0	0
I can’t tell if she just really can’t understand me or if she really doesn’t care what I have to say.	0	0	0	1	0	0	0	0	0	0
I have also had a few suicide attempts in the past… And lately I keep thinking about them and remembering them.	0	0	0	0	0	0	0	0	0	1
She feels every emotion, she is very caring, but she needs help but won’t get it because she thinks what she’s hearing is true.	0	0	0	1	0	0	0	0	0	0
I used to be a ‘happy’ person with the occasional ‘sad’ moments, now i am a sad person with some rare ‘happy’ moments. I have lost interest in almost everything i used to enjoy, in everything that used to keep me going and because of this i feel that i’ll stop living .	0	1	1	0	0	0	0	0	0	0
I can’t even talk to them about how I feel about their treatment towards me cause they’ll just brush my feelings aside or snap at me and it’s because of that fact that I don’t talk much or if I DO talk, it’s awkward and stilted.	0	0	0	1	0	0	0	0	0	0
I have had feelings of doubt and dread the whole time. I feel as though I’m planning my own death instead of my wedding. Any thought or conversation about the wedding makes me sick to my stomache.	0	0	0	0	0	0	0	1	0	0
I confronted both of them but they deny it … now I don’t trust them alone	0	1	0	0	0	0	0	0	0	0
Whenever I see or think about something that makes me stressed, my heart starts racing and I often start hyperventilating. Just this morning, I went to a restaurant and as usual got super stressed that there were no vegan options. Then, the breaking point, I looked up and saw a deer head on the wall and that moment, felt so stressed and sad. I immediately began hyperventilating and my eyes filled with tears.	0	0	0	0	0	0	0	1	0	0
I have a mental illness for sure.	0	1	0	0	0	0	0	0	0	0
Those fantasies are so lucrative and pleasant its painful to wake up from them and realize that I am just a boring male.	0	0	1	0	0	0	0	0	0	0
I can process a million things in my head at once but can’t seem to put them on paper, (Which is why i got a zero on the last test, even though i had every question right) Is there anything that can help this?	0	0	0	0	0	0	0	0	1	0
i am confused on why he is still communicating with the girl knowing what i might feel.	0	0	0	1	0	0	0	0	0	0
Everyday and sometimes before I sleep, I am always making up scenarios and characters in my head and live in them.	0	1	0	0	0	0	0	0	0	0
I am having ongoing difficulties in getting heard and am feeling really discouraged to the point that I don’t want to bother trying to communicate or assert as I feel it doesn’t work anyhow.	0	1	0	0	1	0	0	0	0	0
How did I let things get to such a bad outcome? I don’t know. I suffer from a serious case of laziness and inconsistency. I know I have the potential to do great things, I still get involved in too much endeavors but I can’t produce results. I still don’t know why. The why that made me lie to my friends and family because it would be a shock to them that i didn’t succeed. I don’t know to extract myself from all this. I really don’t. Help me, doctor.	0	0	1	0	1	0	0	0	0	0
Our relationship has always been one filled with nothing but love, openess and trust in one another. However, in the past year we’ve fallen on hard times.	0	0	1	0	0	1	0	0	0	0
I don’t know if I am to blame, if there’s things I can do to improve on the relationship other than sit and just avoid any contact with him, which hasn’t worked or just bend to every rule he makes.  However I am the one being blamed for it and not him as well, which makes me depressed and think that maybe there is something wrong with me that I just don’t realise so I really don’t know what to do in this scenario.	0	0	0	0	0	0	0	0	1	0
he company is paying to put him through schoool, and the owner of the company is also my fiances best friend, so if i kick him out, im sure my son would lose his job along with the opportunity to have his schooling paid for.	0	0	0	0	1	0	0	0	0	0
He constantly lies about the status of his course work and then gets caught out in stupid ways when he ends up confessing.	0	1	0	0	0	0	0	0	0	0
I am highly disorganized, I’m concerned with being diagnosed with schizophrenia or something like that	0	0	1	0	0	0	0	0	0	1
Logically, things i enjoy should make me happy, like watching tv shows, reading or listening to music for instance.	0	0	0	0	0	0	1	0	0	0
I instantly regretted this at the time and i couldn’t believe what i done. I still regret it to this day!	0	0	0	0	0	0	0	0	0	1
But the thought often dominates my thoughts. Planning out how such an attack would go, thinking about how the media would react, ect. 	0	0	0	1	0	0	0	0	0	0
This only happens with tweets and when Im stressing about going schizophrenic (almost 24/7now) Ive started having nightmares about my worst fears Anytime I get scared I think ima paranoid schizophrenic now.	0	0	0	0	0	0	0	0	0	1
It’s helped me be independent and goal-oriented, but sometimes I wonder if it’s also made me a bit selfish and unsuitable for relationships.	0	0	1	0	0	0	0	0	0	0
However, I worry that I’m not being as loving towards her as I feel I should be.	0	0	0	0	0	0	1	0	0	0
I want him to be happy, and if that means breaking up with me that’s fine, but I don’t think that breaking up will make him any happier, because he cries at the thought of it and hasn’t made any motion to dump me yet..	0	0	0	0	1	0	0	0	0	0
My speculations have mainly arrived through the fact that i have noticed that i am distinctly socially different from everyone else, and often feel nothing when others around me are crying, laughing or chatting.	0	1	0	0	0	0	0	0	0	0
He claims he’s severely depressed and has outbursts a couple days per week, sometimes more. During these outbursts he rants about his mental condition, attacks my and my families insecurities and lifestyles, and even sometimes becomes violent over them. He even threatens suicide on more serious outbursts.	0	0	0	1	0	0	0	0	0	1
I am afraid of therapists for some reason so I am afraid of asking for help.	1	0	0	0	0	0	0	0	0	0
I had a really bad childhood full of neglect , abuse, abandonment and family mental illnesses. I always had anxiety as a child but was able to mask it as I thought people would think there was something wrong with me.	0	0	0	1	0	0	0	0	0	1
There are only two people in my life that I trust to help me out in a sticky situation, but sometimes I cannot trust them to keep personal conversations that we have to their selves.	0	0	0	1	0	0	0	0	0	0
In fact I hate appearing needy. I’m too different I feel like I have nothing in common with them.	1	0	0	0	0	0	0	0	0	0
I have Bipolar Disorder and some anxiety issues that cause panic attacks when I get overwhelmed by people, noises, stress, worrying, etc.	0	0	0	0	0	0	0	1	0	0
I have questioned the fit the entire time, but I’ve really improved and and feel she is helping me so I always chalked it up to my issues as to why I am questioning the fit.	0	0	0	0	0	0	0	0	1	0
I can”t stand when she comes around and I can tell he knows how I feel.	0	0	0	1	0	0	0	0	0	0
Last year, because of a stupid mistake i made, i had a huge falling out with some of my best friends and the rest of them had betrayed me.	0	1	0	0	0	0	0	0	0	0
But she doesn’t want to do that and I’m not sure if it’s because she’s lazy or is afraid of putting in the work and still losing.	0	0	1	0	0	0	0	0	1	0
I decided I wasn‚t going to join him again due to the uneasy feeling it gave me which kept me from enjoying myself. Ever since, I have known in the back of my mind that he still does this. believing that it helps keep him „faithful‰ to me since I am no longer interested.	0	0	0	0	0	0	0	0	1	0
I hate myself for it but I can’t control my anger. I have a really low self esteem and don’t value myself at all.	0	0	0	0	0	1	0	0	0	0
I feel as if I have to lie because I’m scared of the outcome.  Please, please help before I either kill myself, or my mom disowns me.	1	0	0	0	1	0	0	0	0	0
