原始文本	情绪化推理	以偏概全	乱贴标签	读心术	先知错误	非此即彼	应该句式	放大	罪责归己	心理过滤
My husband and I are presently living with my mother in her house for the last 10 yrs. I have a brother that moved in with us 2.5 yrs ago. Years ago he had some sort of breakdown and moved in with my parents and stayed for 4 yrs. I found some odd things on his computers. He was on some sort of online site with animals portrayed as humans. A curvy woman’s body with a sexy fox female face. I also found a small lion cub (Simba) stuffed animal with a small circular hole under the tail that was hot glued around the circle so that one could see the stuffing inside. I am guessing he was using it as a sex toy. I told my mother she asked me to call the psychiatrist he was seeing. I did he told me to get him out of the house immediately. I told my mother and she had him leave. He was laid off 2.5 yrs ago I found evidence of the same sort of behavior. This time it was a small black panther with the same odd hole under the tail and glued around, also his screensaver had a picture of a sexy woman with a fox face. I see little foxes scattered around the room he stays in. Guessing it’s his female animal of choice. I never said anything to my mother she’s been ill so I kept quiet. Lately he and I don’t get along. We (husband and I) don’t trust him. We lock our doors even if we are only outside feeding the dogs. He always lies and has already stole from us but denies it. My mother says she can’t survive without him. Rather than looking for he decided to stay here and care for our mother. She could do more for herself but he waits on her hand and foot. We got into an argument and I told her we were going to have to move I can’t stand living with him. She doesn’t want me to leave. I would like to confront him but not sure how far to push this. He’s very passive aggressive. I know I should leave but really can’t afford to and my mother wants us to stay. She may not live much longer anyway. How do I survive in the mean time? He’s creepy.	0	0	1	0	0	0	0	0	0	0
From the U.S.: I’ve never posted online or to a forum before, but I am desperate for advice, or even a solution. We started dating a year ago, and shortly into the relationship we became sexually involved. A few months into the relationship, I started to feel pressured into sexual encounters and so I started to alienate myself from him sexually, but that only started to make him treat me like a sex object, which began to disturb me greatly.	0	0	0	0	0	0	0	0	0	0
From Australia: I am 17 and recently I have felt urges to do things that make me feel this weird kind of satisfaction. For example, holding objects so that they touch the center of my palm and breathing in deeper than usual (I’ve described this to others as breathing in until it ‘clicks’, almost like yawning but intentionally). These things make me feel good/ satisfied but only for a second or so which makes me want to repeat them or distract myself.	0	0	0	0	0	0	0	0	0	0
I’ve recently received a microphone in the mail that I had boughten about a week ago. Trying it out, I feel so scared and distracted. I feel as if the more I express myself, the more frightened I am to express myself, and I think it’s all because of what I did when I was in middle school. Back in middle school, I used to be a huge cyberbully, and I used a microphone to express such meanness. Now I regret such actions, and that makes me too scared to say anything again.	1	0	0	0	0	0	0	0	0	0
From a teen in the U.S.: My mental disturbances have been getting progressively worse, and I am beginning to suspect schizophrenia. I only took notice of these disturbances when I began ruminating over things I had done in the past, and began convincing myself I was going to be arrested for these things. At first I thought it was OCD, because I was diagnosed at a very young age, but now I’ not sure that’s the overall issue.	0	0	0	0	0	0	0	1	0	0
Hi, I am having a tough go in my marriage. We met when both of us were recovering from a breakup. My now husband was going through a divorce, and hindsight, he probably needed more time to “heal.” We moved in together after dating one year, and then married a year later. A few months before the wedding, I began to notice his irritability with me and his depression. We would fight and argue and never resolve. I felt that I couldn’t talk to him about anything, because he would get defensive and either not engage at all or get very angry. My husband has now started Zoloft (about 3 mos) and he sees a separate counselor. We went to a couple’s counselor for a year, and unfortunately, she thought it best to go to another therapist, being we weren’t getting anywhere and she thought we needed someone more “direct and a structured approach.” Last night, we started with another therapist who is focused on EFT. After the session, I brought something up at dinner, and my husband again got defensive and later angry. It’s easier to not “talk” to him at all. I am torn, being we have only been married for 7 months and the road seems very long. We are not getting our emotional, mental or physical needs met. Would you recommend a certain type of counselor? It’s overwhelming with who to pick. I don’t know if an EFT approach is best for directness and structured? Is it worth fighting for? Thank you for any advice and/or assistance with how to proceed. I am at a loss…	0	0	0	0	0	0	0	0	0	0
From the U.S.: Last October while out for the night on Halloween, my wife’s friend rubbed my butt with my wife across the table from me and immediately removed her hand and said sorry. The night went on with no other instances, but as we went home in a crowded bar, we said our goodbyes and our hands grabbed each other’s and I’m not entirely sure what that meant. Anyways, we have been around them a few times since and have not had an issue.	0	0	0	0	0	0	0	0	0	0
From a teen in Canada: So here’s the deal, I’ve never had a good childhood, i’ve dealt with issues like depression and suicidal ideation, and the one thing which has recently become more intense, was that I’ve always had trouble understanding how other people felt. Empathy is difficult for me, I find that I have to force emotions out of myself to at least appear sane to others.	0	0	0	0	0	0	1	0	0	0
My 32-year-old bothers is a former Meth addict. He has been clean for few months. He’s been recently arrested for driving on a suspended license and for possession of a controlled substance. After he got out of jail he showed up at my house uninvited and demanded me to support him because he was homeless! We live in a rural area and I could not ask him to leave on foot in winter. I am disabled with early onset dementia, seizures, autoimmune disorder and PTSD, and my husband has military related PTSD. We are on edge constantly because my brother says he will not leave our house even though he has a misdemeanor warrant. He is a pathological liar, and blames me for being a bad sister, because I would not help him get off the streets after our parents died! He has been smoking weed since he was 15 years old, did mushrooms, drank and now Meth. He used my husband’s credit account without permission, put us in 10k debt, he blames me for not helping him with money and I left him homeless. Last year I broth him to my house tried to help him, I bought him brand new clothes, but he stole at the store. So I drove him back to CA. See, my parents use to take care of him financially, he lived with them and now he wants me to support him. We can’t afford him! calls me names, hits himself on the head when mad. He tells me to shut up when I tell him to turn himself in for his warrant, he constantly yells. He refuses to listen and disrespect me. My husband won’t throw him out, because he is family. I don’t know what to do. We live in NV and his warrants are in CA, so he says he won’t go back, because he doesn’t want me to leave him homeless there! I really don’t want him at my house! We have been estranged for years and now he wants to make me feel like I am a bad sibling and it is my duty to take care of him. I’m too sick to think straight! I feel like everyone is taking advantage of me because sometimes I forget things. I feel like a victim. Am I wrong for not wanting him around? Thank you!	0	0	0	1	0	0	0	0	0	0
Hello! I’m struggling for now 4 years without telling it to anyone. I’m just not happy and I’m done feeling like this. I always thought that that was just a phase and it would go away with time but everything got worse when I entered middle school, I started having strong body image issues, I even got an eating disorder for two years. But since summer 2015, I kind of controlled this eating disorder and I’ve been eating “normally” since. But throwing up every time I was eating was my way to feel like I was in control, but since I tried to recover from it, I feel like I have nothing in control, so I found this feeling of control in self-harm but my anxiety got even worser. It became so unhealthy that it has an impact on my physical health. I’m not trying to get a diagnosis but just some advices on how to talk to my parents (that know absolutely nothing about it, they just think I’m someone very nervous) even if I know that it would tear them apart to know that I self-harmed and how bad I feel. Or is there a way to make them subtly understand that something’s wrong without directly going to them? Thank you very much for reading this!	0	0	0	1	0	0	0	0	0	0
Everyday all day, most of what occupies my kind is various conversations with myself about Killing other people and being able to do it well. I’ve learned how to make various poisons, and really want to try them on my friends, who are the only people who make fun of me. My speech — to them is very strange — though I feel like I’m talking normal, and I don’t act the same around people who are not my friends. I don’t have a best friend, but I want to kill my closest one. I am anti-social for I do not talk a lot, except when the ball gets rolling fast. About the perception. I never agree with anyone. I believe humans are dirty and their major folly was being created in the first place. I am in no way suicidal,and my sister and some people I’ve been around for years say I’m very narcissistic. I have very very bad memory, and everything I do seems cloudy. I am always irritated though I do not show it. I am actually very timid. I feel no empathy or apathy. I seem to reflect people emotions back at them so I don’t seem monotone and out of place. I write — when I try — and talk somewhat eloquently. However, my brain always feels like it’s in a net. When ever a teacher give an assignment, I have to read or see it a few times before I can actually read the words; it is not like I do not comprehend; it’s more like I don’t read, even though I am. I feel like I have voices in my head, though I know they are myself, but they feel like other people, who have their own emotions. As well, I bite my nails a lot, and always have to be doing something with my hands, whether it’s touching something, biting them, or pulling on my hair, which I am somewhat pulling out. Moreover, I have no idea why I am writing this. It seems like a good detergent for me to actually kill, because I feel like this would be good evidence against me, expecially that I gave my good email, good username, city, zip, and state. This also plays into my extreme paranoia.	0	1	1	0	0	0	0	0	0	0
I was diagnosed with depression and severe anxiety as a teenager, dealing with cutting and bulimia. As the years have gone by, I’ve been on and off of medications and while I knew I still dealt with the mental illness, I felt like I’d grown a lot. Over the last couple of years, though, things have gotten bad again. It seems that I’ll be fine or at least stable for months until something will go wrong, and it’s like a house of cards toppling over. It’ll send me spiraling into what I refer to as an episode for lack of a better word. I’ve described episodes before to my previous nurse practitioner/psychologists, but it never occurred to me until recently that I should’ve told them about the voice I would hear during the episodes. I’ve always just thought of it as my own thoughts, except way louder and more aggressive, but after reading about the difference between your own voice in your head and hearing a voice, I’m now more concerned about the episodes. The last time I had one, I ended up grabbing a bottle of pills, stealing a knife from my sister’s house, sending my mom a goodbye text, and walking the streets in 20 degree weather while cutting myself and all at the urging of what I thought to be my own thoughts. However, looking back on it, I can still hear the voice berating me, referring to me in the third person instead of first. My thinking is completely distorted during these episodes, and as soon as I come out of it (usually within a few hours), I’m embarrassed by my actions and think clearly again. For example, one time I was so anxious that no one would pick me to do a group project with them in class, that I went home and started cutting so my mom would have to take me to the hospital and I’d get to miss school the day they chose partners. Is that delusional thinking? I’ve never met someone with depression/anxiety who has episodes that intense and rapid. It’s like feeling the craziness of mania, but without the happiness/confidence. Is there a such thing as having depression with psychotic episodes or is that normal and I’m just thinking too deep into it or being a hypochondriac?	0	1	0	0	0	0	0	0	0	0
I feel I am far too old to be grappling with this at this point in my life. I have a 2 year old, a newborn, a beautiful wife, a mortgage, and am a recent graduate from law school. I can’t stop lying though. The lying has always been for remedial things (telling people I played football when I was really in the marching band, etc.), but it has now infiltrated into all areas of my life. I have lied about past successes in school, work, faith, and general areas of character and integrity. I have been in sales for about 6 years now and I lie to customers about successes, mistakes that I have made, personal accomplishments, etc. I have most recently been caught by my boss lying about making a sales call I really didn’t make, and almost lost my job over it – over something he really wouldn’t have even cared about! I have a wife, a 2 year old, and a newborn who all depend on me, and I feel like I’m selfishly regressing.	0	0	0	0	0	0	1	0	0	0
I have two issues. I keep getting mad at my bf for the smallest things. We will be together for 6 years this coming July. I’m not sure if it’s because of my ego, my experience or my genes. My father was abusive towards my mother and I witnessed all of that when I was younger. I have passion for photography and recently, I’ve been trying to find a job in that field. So, I found one that’s part time and id have to work during some weekends. I am also finding a full-time job. I told him about it and showed him the page I found and at that time, he didn’t seem to like it and gave me excuses like my camera is just a basic one so how am I supposed to be giving clients that kind of quality. I told him that it was written on the website that they don’t really mind what camera I’m using and then he gave other excuses. I asked if he doesn’t want me to take on the job and he denied. I already suspected in the first place that the main reason he did not want me to have the job is that I may find a better guy than him and that we will have lesser time for each other since he too has a full time job. I also get mad when he doesn’t pronounce properly or has an obviously wrong grammar when he speaks to me or when he says ok to everything even when I say that he won’t be able to handle it (he would ask to carry my stuff when his hands are already full). We kept talking about the photography job that I was going to take on. He then said that he wants to take on the same job in that same company. I got really mad because that just doesn’t make sense.	0	0	0	0	0	0	0	1	0	0
…to hold on to …I am struggling at the moment and yet I am aware that I should be feeling good. I am drawing to the end of a course of cbt, and I have benefited a great deal from this – my therapist was great, but not enough. I think my hopes and expectations at the outset were wrong – I really hoped that I would come out and things would be sorted, but of course they are not.	0	0	0	0	0	0	1	0	0	0
My boyfriend and I have been living together for almost a year. I know that he is the man that I am going to spend my life with and I have no doubts about that. We live in his home with his parents and because they are not working we completely support them and pay for everything. His mom has a multitude of health issues and is in her 50s she hasn’t worked in over 20 years. His dad is 46 and stopped working after hurting his knee at work when my boyfriend was 18. Since then my boyfriend has been supporting them completely. My boyfriend is a caring and loving man and his parents take advantage of him. They are not appreciative and always expect him to provide them with whatever they want—his dad in particular. At first when I moved in things were okay but recently it has been very hard. His parents both smoke in the house and no matter how many times we talk to them about it, it continues. They are constantly in our business and wanting us to run and get them things. Recently his dad came into a decent amount of money and with that money he was supposed to buy a vehicle, he did not. Instead his dad takes my car almost everyday and is gone until it’s time for me to go to work which just leaves me sitting at home. I want so badly to move out and have our own place just me and my boyfriend. But we cannot afford to pay for our own place and a place for his parents. My boyfriend is completely unwilling to wean his parents off of his support and I fear that we are going to be stuck living in the same home with them forever. We are only 25 and it feels like we are never going to have the chance to have our own family. I get so angry because his father is mostly just lazy and unwilling to work and would rather just have his son take care of him forever. He has the attitude of an unable elderly man when in actuality he is younger than my parents who both work. My dad had the same knee injury as him and got it fixed then went back to work. He didn’t forever stay “disabled” and expect me to take care of him. It’s beginning to feel impossible living with them and I am so depressed and discouraged. I sit in my room all day long and avoid his parents because I feel uncomfortable and when I hear them complaining it makes me angry. Am I crazy for thinking we deserve a life of our own? And am I selfish for thinking that if we just moved his parents would figure it out? They aren’t children, they’re adults and I’m getting really tired of caring for them like children and everyone I bring this up to my boyfriend he makes excuses for them and dismisses my feelings and just says he’s sorry but that’s just how it is. I can’t take it anymore. I need advice. Please. Thank you.	0	0	0	0	0	0	0	0	0	0
Hi, I am 24 and my sister is 22, and she has got to be the most selfish person (family wise) that I know. Anytime anyone from our immediate family asks her for a favor she is too busy or looks at us like she can not believe we are asking her for a favor. A few examples would be our mom had an eye appt and she needed a ride home because she could not drive after, she asked my sister to pick her up and my sister of course was too busy because she was going to go and meet some friends so our mom had to find another way home. When my mom got home my sister seemed like she was so offended that my mom found an alternate way home and didnt call her for a ride………yet she told my mom that she was too busy to pick her up. Another example would be our youngest sister was arriving at the airport and instead of taking a cab home she asked our sister to pick her up, of course again she said no she was going camping so our youngest sister found an alternate way home. My sister who was going camping, then felt she had the right to be upset because she went to the airport to pick her up and she wasn’t there, even though she was too busy to pick her up when she was asked for the favor.	0	0	1	0	0	0	0	0	0	0
Really bad temper. Gets angry easily. Enjoys the thought of beating the crap out of the people I hate (which is a lot, most for unreasonable things), have had dreams of doing this, have fantasized about beating them with hard, blunt objects, or slicing them with knives,sometimes harming them with fire. But mostly I imagine doing it with my bare hands. I get all excited and pumped and get hot flashes and my heart rate goes up. It sounds sexual but I don’t get “turned on” by it. It’s more of an adrenaline rush I guess. Have not harmed anyone yet, I have always had a huge sense of self control, but this is stressful and probably NOT good for my health. Sometimes can’t sleep because too restless about it. Parents had me tested at young age for ADHD, didn’t have it. I have a close relationship with both of my siblings, but I remember one night a while back I was sharing a bed with my little brother and I had the really strong urge to choke him for no reason. Had to turn away from him and just about scared myself shitless. Have had a few issues with depression, though nothing major. Nothing I can’t deal with. I’m also fiercely independent, and have a very hard time admitting to weakness. Dont know if this helps, but past drug and alcohol addiction runs in the family on both sides, mostly dad’s, though none of them are or ever have been addicts of any kind. I also know history of mental illness does too, on my mom’s, and dads, no sure what, but probably along the lines of depression. My Cousin on my mom’s side has bipolar disorder if that has anything to do with it. Would just like to get an idea of what might be going on with me, and maybe some suggestions. Thanks.	0	0	0	0	0	0	0	0	0	0
I am 14 and I KNOW I’m sick. Its been 4 months since I started passing out. People say its just day dreaming but its not. While I am unconscious, I still communicate with people. Its not like DID. Its like automated message. It feels very bad and at those times I want to end myself. I was waking up in shock, seeing things such as spiders, snakes. Then It happens when I was fully awake. I cannot control my thinking. I sometimes think about disgusting, bad or weird things even if I don’t want to. I feel like a failure. I am in my head more than out. My inner and outer world have collided. What should I do?	0	0	1	0	1	0	0	0	0	0
 I was diagnosed with major depressive disorder about 5 months ago by my psychiatrist. But with the help of Zoloft and Risperidone along with psychotherapy, my depression has gotten much much better. However, just a few days ago I’ve been feeling a bit different.	0	0	0	0	0	0	0	0	0	0
I’ve realized one of my biggest issues is a feeling of inadequacy, of being an imposter. From an outsider’s view, I’m the picture of success: I went to a top 3 Ivy league college, am currently a medical student at one of the best medical schools in the US, I have extremely kind and good-hearted friends, and I’ve been blessed with a passion and talent for music. However, I feel like any second now someone will “find me out,” and everyone will realize I am a fraud. In some sense I have always felt this way about myself: I was top of my class in high school, but all throughout felt entirely insecure in my intelligence and chalked it up solely to hard, sometimes obsessive, work ethic. I feel like ALL my successes have been due to an inordinate amount of work, not actual skill. I see others around me, especially now, who work hard, but don’t have to work nearly as hard as I do to achieve better successes. It’s frustrating because I feel like such an idiot compared to my peers. I am such a SLOW learner. It takes me a ridiculous number of repetitions to get something. My obsessiveness about learning things well has gotten me far, I guess. But, I’m realizing more and more that society, the “real world,” and especially a job as demanding as medicine, require an ability to learn quickly, and they praise a high level of common sense. I’m screwed! I truly lack both of these things. I have always been book smart, but lots of basic concepts just don’t click. I truly am an idiot.	1	0	1	0	0	0	0	0	0	0
My mother is obsessed with making up for being a “bad” mother. She paid very little attention to us as children. We essentially raised ourselves. Now she smothers us, calling several times a day, coming to visit 3-4 time per year (she lives in another state), and staying 10 days at a time. All of our interactions involve her trying to teach us the basics, as if we are still 5 year-olds, and demanding honor and respect simply for being the mother. Conversations a nearly impossible because she is always right about everything and we should simply accept and honor her wisdom, as the elder. I have tried to gently (and not so gently) remind her that we are now adults and do not need this type of guidance any longer, but she insists that it is a mothers job to teach her children all through life. She respects NO boundaries!I could write for days on that subject alone. She continually says things like the mother is the most important person in one’s life, etc…etc… I know her issues stem from having been sent away for her safety during a war, in her very young years, and then being reunited with her family several years later (resulting in two separation/abandonment scenarios). She also married and left her family behind to come to the US from her homeland when she was 26. This left her with no family support, except for her in-laws, which she claims treated her poorly. Lastly she is uneducated and lacked any motivation to change that. I pity her for all her hardships, but I hate her for what she’s become as a result. My brothers are strong enough to ignore her demands for attention, leaving me to console her and defend them. I am at the point where I just want one of us to die, so I do not have to deal with her any more. Sad, huh?	0	0	0	0	0	0	1	0	0	0
When people honk their horns I think they are honking at me. I scream at people for teasing me. I assume people want me dead when they give me criticism. I sent a nasty email after being dissed by a coworker. I said that a football teammate is my least favorite team mate because he made fun of me in front of my teammates. I am currently in treatment and the only thing that changed is my blood pressure levels which changed for the better. I walk on eggshells around my coworkers even though they personally never harmed me. I wanted to tell a scammer who was trying to scam me to go screw herself after I found out that someone was trying to scam me. I was bullied as a child and in my teenage years and that is giving me a lot of problems.	0	1	0	1	0	0	0	0	0	0
Recently became very depressed and really felt like ending my life. I also have a dissociative disorder (de-realization – though I did not know until recently what the symptoms were called), I suffer from frequent nightmares, about 1 every 10 days, I was abused and neglected as a child. I only did anything about this 3 months ago when I became very depressed. I have been in Therapy 3 months. Ok, someting very strange I have noticed is that I’m unable to visualize my therpaists face (no problem recognizing her) it is truly bizare as I have no problem with anyone else I know, I have an excellent memory and very good 3D visio-spacial, I’m very good at visualizing situations I’ve been in and can visualize people in meetings from months ago even having only seen them once. I’ve sat looking at this lady for over 15 hours now but draw a complete blank when attempting to visualise what she looks like (unless I’m in the session of course!) — There is definitely some strange stuff going on subconsciously I think. I’m interested to know your thoughts on this matter, and whether this is a known phenomenon, and what it might mean. Many thanks.	0	0	0	0	0	0	0	1	0	0
My main issue is with my brother. I hate him. A few months ago, I would’ve never used these words to describe a feeling. I forgot how it felt to hate someone – but now I remember and I want him to leave or die. He bothers me so much. My mom doesn’t do anything to stop his behavior. She may say something to him but never reinforce it. She is so co-dependent and angers me A LOT. She told me I needed to defend myself if he ever says something mean, something I dislike, offensive or does something to get on my nerves. He is 20 years old and drugs screwed him up. I can’t talk anymore. I can’t say anything. I can’t give more information. I feel like nothing inside. I’ve been but nice until day after day he’d cross my boundaries, keep awake at night to bother me, not wash his hands after he shits and threaten to touch my things. I don’t want him near me anymore. I don’t want him to touch me. I don’t want him to breathe near me and if anything, he would be better off dead. No one cares. No one does or says anything that helps. I am so angry. I feel like I can’t talk, – there’s too much going on and I can’t explain everything because everything bothers me so much. He bothers me so much. He does things he shouldn’t be doing. Why can’t I get away with things he was told not to do – does them anyway and gets a free pass? I’m tired when people yell at me. Instead of telling me how to do things, what to wear, what to say, how to feel – actually help. No one recognizes their wrongdoing, it seems. I know I could be more positive and I have been – but now I can’t. I’m stuck with a friend which keeps trying to remind me why people act like what – INSTEAD of just listening. I didn’t say anything before because I feel so un-entitled to things. I know I can’t control. I’m so angry and tired of being reminded these things ALL the time – because I know. Constantly being reminded just makes me feel dumb and worthless and unlovable. I know my close ones are trained professionals, but… (From Canada)	0	0	0	0	0	0	1	1	0	0
hi i think i have nice life*great parents,great grades,loving boyfrind,a lot of friends who really love me,in fact everyone likes me,i go to gym almmot everyday,i eat very healthy,im etichal vegan,never had any problems in life,everything almmost always worked great for me,couldt aks for anything more)but i could not care less if someone told me that i would die tomorrow,its like 50/50 for me,i love my life but still ready to die..also i cant really conect to anyone,i mean i love my boyfred and friends,but he breaks up with me ill be okey(but i really love him,and he means a lot to me)..and i am going to high schoole of nursing(planning to go to med school when i finish) so when we are in hospital i am always giving my best to help every patient and do whatever i can but yet i dont care about them at all,its same with everyone else,im always happy to help but never care..i often thinks that this is normal and i dont need to tell anyone about this,and im being overdramatic and i have that conversation in my haed a lot,not for just for that,for everything else,im just like no one would care about that anyway so i go through everything alone,i thing i dont care about what they have to say why would them care about what i have to say..and i think i had sort of dissorderd eathing in the past,even today i am not sure that i have 100% healthy relationship with food but ist about 97%	0	1	0	0	0	0	0	0	0	0
Sometimes, especially when something traumatic has or is about to happen, I have these sort of black outs. It hurts like I am being pushed aside. I call them black outs, but I remember a small bit of what happened, how I couldn’t really control what I did. They like causing me pain, and laugh at me when I try to fight it. I don’t remember quite what happens, only how much it hurts and how funny they think it is for me to do so. The last time this happened I was texting my fiancé, and I started having an episode. When they took over, They told him that I should get a new nickname, Patches. Then continued to say that they would leave a scar to remind him. I woke back up holding the phone to my ear and my fiancé telling me to wake up. There is a small patch carved into my leg along with a few eraser burns. And all I can think about now, is the name, and how much they enjoyed the pain, and how, in a sick twisted way I do too. I have become reclusive, and I am afraid of my own shadow. The only person I can really talk to now is my fiancé. I am afraid that one day I am going to hurt someone, but I don’t want to get put away cause I am normal on the outside, suggestions?	0	0	0	1	0	0	0	0	0	0
From a teen in the U.S.: Hi, sorry to be a bother, but I have been having some really disturbing dreams recently. As a little background I grew up in a normal, loving family, I attend exercise classes twice a week, and I journal regularly, so I feel like mentally I should be in a pretty good place. But I have these dreams where I do really disturbing things, I will describe a few of them here. In one I was having sex with the dead body of the girl I have a crush on (I am an in the closet lesbian- idk if that is important), in another I was having sex with a young child in a school bathroom. I do not have any, um, desire to be with corpses or children, but I wake up from these dreams feeling aroused. I would never, ever consider doing anything like that in real life, but is this something I should be concerned about?	0	0	0	0	0	0	0	0	0	0
I am having a hard time being motivated and excelling academically at my college. My parents have huge expectations for me but I do not know if I want the same thing as them. Through high school and the start of college I wanted the same thing but the more I am in college, the more afraid I have become of not knowing what I really am passionate about vs not letting my parents down.	0	0	0	0	0	0	0	0	0	0
Hello, I’m a 17-year-old boy. I was admitted into acute care for mania and self-harm after my father passed away. I was diagnosed with severe PTSD (not acute, because I’d been diagnosed in the past with it) and Bipolar 1 Disorder with Psychosis and Mixed Episodes. But I don’t think that’s the case, my psychosis isn’t only when I’m manic or depressed, it’s even when I’m stable. I’ll hear voices all the time, I’m almost always paranoid or delusional. But because I have some insight into this, I’ve been told I’m faking before. I don’t feel like I’m faking though, an example of a hallucination was I was checking my air conditioning vent and I saw a very vivid face in the vent, and I had a severe panic attack. I’ll hear voices calling my name all the time, or bells ringing, or children laughing at 2am. It’s horrifying and I don’t know what to do. Is this Schizoaffective? I even have the disorganised speech, it’s not very intense but I constantly have people asking me what I’m talking about because what I’m saying, even though it makes sense to me, doesn’t make sense to them. I know I have the major depressive episodes and the mania, but the psychosis doesn’t line up with it. I’m not always in a flux of either one or the other. Thank you for taking the time to read this.	0	0	0	0	0	0	0	0	0	0
From the UK: I have had Myalgic Encephalopathy (ME) for 25 years and have experienced several traumas including domestic abuse that have affected me badly. I have retreated into a complete state of hiding from life and avoiding all activity including looking after myself. I havent had a bath for 2 months.	0	0	0	0	0	0	0	1	0	0
From a young woman in the U.S. I have been dating the same person for almost three years, I recently find myself getting angry because I feel i am not completing my goals as fast as I would like to and in return blaming it on the relationship, for the this reason: If i worked more overtime I could reach my goal faster but don’t want to because then I would miss him a lot and i would be miserable about seeing him less, where as when i was single i had no issues working as much as I had to, in order to obtain my goals because i had nothing to look forward to when I came home.	0	0	0	0	0	0	0	1	0	0
I don’t have a lot of empathy, I think that I am the best person in the world and I say that to people, I have a big ego and if something is not right I always think the worst. I like having power and if some of my friends tell me their problems I get bored quick. At first, I thought that I am a psychopath or sociopath but I am not impulsive, sometimes I want to hurt somebody if they annoy me or make fun of me (very rarely) but I never do ( I don’t think I will ever do it). I always think before I do something, I don’t think that I need friends but I have them. I planned my whole future to be rich and famous. (From Croatia)	0	0	0	0	0	1	0	0	0	0
For a while now I’ve had this problem where if something doesn’t feel exactly right I have to fix it until it does feel right and it’s hard to focus on anything else if I leave it. This can happen with anything. The way an object is positioned, which fingers I use to type something, how I say something, etc. This will usually make me look really weird if somebody notices. If something takes too long to fix, I will become frustrated and completely give up. This is making things hard during class, because if I can’t seem to write a word the right way or if I have to keep writing and erasing the same word I will get frustrated and want to push the paper away. It’s been getting really bad, and is making my grades go way down. My parents don’t really know what to do with me. Along with my problem, I have been feeling depressed for 8 months. All summer I was inside on the computer and barely went outside. Towards the end of summer I started running out of things to do online, but still didn’t want to go outside. So I stayed inside all day listening to music. I started thinking really pessimistic thoughts on life, getting myself down all the time. School started and it just kept getting worse, because of my grades and me losing friends. My problem is just making it worse. Are there any ways of controlling my problem? Is there a name to my problem? I just don’t know what to do. Sorry if this is confusing to read. (age 13, from US)	0	0	0	0	0	1	0	0	0	0
From a teen in the U.S.: Well I was physically abused as a child by my father and emotionally abused by my mother all my life. I had abandonment issues after my parents split up and people who raised me walked out. Depersonalistion and derealisation were heavy in my life and i always felt out of place and heard voices which i saw as my friends and saw shadows.	0	1	0	0	0	0	0	0	0	0
This issue started a long time ago: anything i start whether its a puzzle, A game or even a social relationship. I’m 16 years old i got no friends and no hobbies. i am seeing a psychologist and a psychiatrist. i got a social phobia even though people at my school are trying to befriends with me but i seem to consistency pushing them away. not on purpose of course. i really want to do something with my life but have no idea what. When I asked my psychologist what can i do about it he said there is no solution. i use to play guitar and violin but i quitted both. what should i do in order to finish the things that i do?	0	0	0	1	0	0	0	0	0	0
There isn’t the day I don’t think about dying or just disappearing. I feel so tired of everything and every nigh I’m wishing I would fall asleep and never wake up. At some point I had this «happy thoughts» that kept me going but now I don’t even have that. I just live, day to day, like some kind of zombie. I’m trying so hard to get at least one positive thought so I could continue living, but nothing. I live because it’s something I’m expected to do. No matter how much it hurts to wake up every morning and LIVE, they wont let me die. I would be selfish for leaving them like this. But isn’t it selfish from them to make me live although this thing called life suffocates me?	0	0	0	0	0	0	0	0	1	0
From a young man in Chili: I was diagnosed with depression about 3 years ago and followed treatment for about 1.5 years and everything was fine… But this year I think somehow things have gone worse… I don’t find any joy in things that used to make me feel happy, I’ve been constantly day-dreaming and distancing myself from reality a lot, my self-esteem is on the ground…	0	0	0	0	0	0	0	1	0	1
I don’t know what it is, but I am certain that I need help: I really don’t know how to begin this or to just tell it all, so please bear with me. I am a 15-year-old girl, and, because I really don’t want to be identified or recognized, you can call me “M” if you wish. i’m sorry.	0	1	0	0	0	0	0	0	0	0
I’m quickly destabilizing my mood has gotten uncontrollable, I’ve talked to my therapist/clinician or whatever and they said they would keep me where I’m at as far as medication goes. I was in a psychiatric hospital months back and they had me on three different medications and I felt kinda good, but now I’m just on a 1 mg risperidone, and it doesn’t do anything anymore. I was on lithium, ativan, and seroquel, before I had a mental breakdown and over dosed before they took me off the medication. I really feel the need to be back on an anti-anxiety, and mood stabilizer, maybe even anti-depressant. The thing is no one cares what I have to say and my family is basically toxic af, they tell me “everyone gets angry, deal with it”. I am finally seeking help from online before I end up killing a bunch of people and this turns into a full blown tragedy. What do I do when no one listens to me? I’m not going back to that psychiatric hospital because it was a waste of time and money. I need medications but no one cares until I end up doing something completely insane. Nobody cares what I have to say unless its a full blown crisis situation. Everyone thinks I’m doing fine but In reality I’m having a terrible time, and want to kill people, burn buildings, basically try to bring in the second coming. How can I find someone who will listen and get me put on a pill that actually works?	0	0	0	0	1	1	0	0	0	0
From a teen in the U.S.: I don’t like people. I don’t like talking to people or being around them. I have always been socially awkward and shy but I haven’t always been this antisocial or numb, but ever since I graduated high school and had a falling out with my best friend, I just avoid human contact at all costs.	0	0	0	0	0	1	0	0	0	0
